model,model_key,condition,task,language,metric,score,ci95_low,ci95_high,n,source_file
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,en,exact_match,0.01310615989515072,0.005242463958060288,0.022280471821756225,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,en,char_f1,0.4975099780974454,0.4805138943312425,0.5149236091267347,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,en,token_f1,0.2889323209798887,0.2760143196776963,0.30325113529792347,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,en,reference_contained,0.06028833551769332,0.04456094364351245,0.07732634338138926,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,en,length_ratio,3.787572753078616,3.3585877398069193,4.255161473177398,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,zh,exact_match,0.002621231979030144,0.0,0.00655307994757536,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,zh,char_f1,0.1921858105779903,0.17868836173013183,0.2070327072613063,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,zh,token_f1,0.04661934904378574,0.037575338669682726,0.05610050453567769,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,zh,reference_contained,0.0655307994757536,0.04849279161205767,0.08387942332896461,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,original,bilingual_approved_qa,zh,length_ratio,4.079724113836355,3.6226737782901677,4.578891460730188,763,results/ijwis_single_gpu_3090/baseline/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_original_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,en,exact_match,0.06815203145478375,0.05111402359108781,0.08650065530799476,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,en,char_f1,0.6481715361958609,0.6318841172955205,0.6643800300458944,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,en,token_f1,0.45463061956261336,0.43544233058776866,0.47356884892491874,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,en,reference_contained,0.16120576671035386,0.1363040629095675,0.1874180865006553,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,en,length_ratio,1.3384810466523613,1.2545622050199532,1.4234138341446336,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,zh,exact_match,0.08125819134993446,0.061598951507208385,0.10222804718217562,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,zh,char_f1,0.39828818652088993,0.37623513463067193,0.42220540819342095,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,zh,token_f1,0.2120008131183263,0.1894575403435846,0.2353598022634547,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,zh,reference_contained,0.16251638269986893,0.13761467889908258,0.18872870249017037,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
Qwen2.5-7B,qwen2_5_7b_instruct,qlora,bilingual_approved_qa,zh,length_ratio,2.197074347130335,2.0368873405852135,2.3548881412181273,763,results/ijwis_single_gpu_3090/qlora_eval/qwen2_5_7b_instruct/qwen2_5_7b_instruct_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,en,exact_match,0.12057667103538663,0.09960681520314547,0.14416775884665792,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,en,char_f1,0.5519721608308883,0.5217119326170904,0.5817932801165943,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,en,token_f1,0.4670765309815836,0.4398545935269984,0.49549656411786475,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,en,reference_contained,0.1218872870249017,0.09960681520314547,0.145478374836173,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,en,length_ratio,0.5949864965628403,0.5575938533837103,0.6322794464495141,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,zh,exact_match,0.10615989515072084,0.08519003931847968,0.12844036697247707,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,zh,char_f1,0.4100592394326111,0.38419548989275826,0.43588871926531053,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,zh,token_f1,0.2243314522056964,0.20007113118199318,0.24921708813221385,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,zh,reference_contained,0.11402359108781127,0.09174311926605505,0.13761467889908258,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
GLM-4-9B,glm_4_9b_chat_hf,qlora,bilingual_approved_qa,zh,length_ratio,0.9336982176405437,0.8638380239326928,1.0029336518532168,763,results/ijwis_single_gpu_3090/qlora_eval/glm_4_9b_chat_hf/glm_4_9b_chat_hf_int4_adapted_bilingual_approved_qa_generations.json
